学号,专业,生源所在地,性别,学位性质,民族,政治面貌,出入日期,年级,分数1,分数2,分数3
5095,行政管理,浙江省,男,本科,汉族,共青团员,19870811 ,2005,52,69,94
5096,行政管理,宁夏回族自治区,男,本科,回族,共青团员,19871119 ,2005,63,67,81
5097,行政管理,河南省,男,本科,汉族,共青团员,19880802 ,2005,59,61,74
5098,行政管理,安徽省,男,本科,汉族,共青团员,19880811 ,2005,83,66,86
5099,行政管理,安徽省,男,本科,汉族,共青团员,19890813 ,2005,70,69,70
5100,行政管理,陕西省,女,本科,汉族,共青团员,19851208 ,2005,61,59,83
5101,行政管理,浙江省,女,本科,汉族,共青团员,19860124 ,2005,93,69,83
5102,行政管理,辽宁省,女,本科,汉族,共青团员,19860327 ,2005,52,61,78
5103,行政管理,北京市,女,本科,汉族,共青团员,19860426 ,2005,58,81,74
5104,行政管理,黑龙江省,女,本科,朝鲜族,共青团员,19860616 ,2005,79,88,82
5105,行政管理,辽宁省,女,本科,汉族,共青团员,19860716 ,2005,91,60,67
5106,行政管理,河南省,女,本科,汉族,共青团员,19860729 ,2005,51,63,86
5107,行政管理,辽宁省,女,本科,汉族,共青团员,19860824 ,2005,92,79,83
5108,行政管理,贵州省,女,本科,汉族,共青团员,19860916 ,2005,63,85,81
5109,行政管理,黑龙江省,女,本科,汉族,共青团员,19860929 ,2005,80,65,91
5110,行政管理,新疆维吾尔自治区,女,本科,汉族,共青团员,19861008 ,2005,89,67,82
5111,行政管理,福建省,女,本科,汉族,共青团员,19870307 ,2005,82,82,88
5112,行政管理,云南省,女,本科,白族,共青团员,19870718 ,2005,68,86,84
5113,行政管理,福建省,女,本科,汉族,共青团员,19870729 ,2005,96,75,72
5114,行政管理,陕西省,女,本科,汉族,共青团员,19870802 ,2005,91,74,73
5115,行政管理,北京市,女,本科,汉族,共青团员,19870816 ,2005,81,95,70
5116,行政管理,青海省,女,本科,回族,共青团员,19870825 ,2005,66,86,82
5117,行政管理,湖南省,女,本科,汉族,共青团员,19871006 ,2005,71,75,81
5118,行政管理,浙江省,女,本科,汉族,共青团员,19880214 ,2005,67,61,67
5119,行政管理,甘肃省,女,本科,汉族,共青团员,19880525 ,2005,94,61,84
5120,行政管理,安徽省,男,本科,汉族,中共党员,19840116 ,2005,96,80,79
5121,行政管理,湖南省,男,本科,汉族,共青团员,19840118 ,2005,54,80,71
5122,行政管理,甘肃省,男,本科,汉族,共青团员,19840720 ,2005,66,71,73
5123,行政管理,河北省,男,本科,汉族,中共预备党员,19850223 ,2005,51,66,93
5124,行政管理,陕西省,男,本科,汉族,共青团员,19850307 ,2005,78,92,76
5125,行政管理,黑龙江省,男,本科,汉族,共青团员,19850515 ,2005,92,83,84
5126,行政管理,福建省,男,本科,汉族,共青团员,19850818 ,2005,94,85,69
5127,行政管理,河南省,男,本科,汉族,共青团员,19851021 ,2005,97,83,92
5128,行政管理,新疆维吾尔自治区,男,本科,汉族,共青团员,19860123 ,2005,71,56,68
5129,行政管理,广东省,男,本科,汉族,共青团员,19860528 ,2005,52,59,82
5130,行政管理,福建省,男,本科,汉族,共青团员,19861021 ,2005,74,59,94
5131,行政管理,山东省,男,本科,汉族,共青团员,19861021 ,2005,77,57,76
5132,行政管理,青海省,男,本科,回族,共青团员,19861125 ,2005,90,72,81
5133,行政管理,北京市,男,本科,汉族,共青团员,19861206 ,2005,58,91,65
5134,行政管理,新疆维吾尔自治区,男,本科,汉族,共青团员,19870120 ,2005,71,79,88
5135,行政管理,江苏省,男,本科,汉族,共青团员,19870306 ,2005,51,88,73
5136,行政管理,北京市,男,本科,汉族,共青团员,19870609 ,2005,86,73,83
5137,行政管理,安徽省,男,本科,汉族,共青团员,19870627 ,2005,50,71,66
5138,行政管理,河南省,男,本科,汉族,共青团员,19870720 ,2005,77,90,78
5139,行政管理,陕西省,男,本科,汉族,共青团员,19871210 ,2005,94,95,73
5140,行政管理,陕西省,男,本科,汉族,共青团员,19880315 ,2005,76,93,94
5141,行政管理,辽宁省,男,本科,汉族,共青团员,19880801 ,2005,77,64,93
5142,行政管理,河北省,女,本科,汉族,共青团员,19851126 ,2005,94,63,78
5143,行政管理,河北省,女,本科,汉族,共青团员,19860103 ,2005,96,88,86
5144,行政管理,浙江省,女,本科,汉族,共青团员,19860129 ,2005,87,77,79
5145,行政管理,广东省,女,本科,汉族,中共党员,19860629 ,2005,80,72,84
5146,行政管理,云南省,女,本科,汉族,共青团员,19860820 ,2005,71,84,86
5147,行政管理,宁夏回族自治区,女,本科,汉族,群众,19860830 ,2005,74,83,88
5148,行政管理,山东省,女,本科,汉族,共青团员,19860920 ,2005,62,88,75
5149,行政管理,青海省,女,本科,汉族,共青团员,19861016 ,2005,57,86,83
5150,行政管理,甘肃省,女,本科,汉族,共青团员,19861023 ,2005,62,64,75
5151,行政管理,辽宁省,女,本科,汉族,共青团员,19861026 ,2005,75,80,71
5152,行政管理,云南省,女,本科,汉族,共青团员,19861103 ,2005,77,55,85
5153,行政管理,辽宁省,女,本科,汉族,共青团员,19870105 ,2005,65,64,78
5154,行政管理,河南省,女,本科,汉族,共青团员,19870108 ,2005,52,92,68
5155,行政管理,北京市,女,本科,汉族,群众,19870201 ,2005,89,65,80
5156,行政管理,浙江省,女,本科,汉族,中共预备党员,19870203 ,2005,73,84,68
5157,行政管理,山东省,女,本科,汉族,共青团员,19870313 ,2005,57,69,65
5158,行政管理,江苏省,女,本科,汉族,共青团员,19870606 ,2005,53,95,70
5159,行政管理,江苏省,女,本科,汉族,共青团员,19870705 ,2005,87,68,80
5160,行政管理,贵州省,女,本科,白族,共青团员,19870706 ,2005,70,84,72
5161,行政管理,黑龙江省,女,本科,汉族,共青团员,19871008 ,2005,57,85,91
5162,行政管理,贵州省,女,本科,汉族,共青团员,19871008 ,2005,62,89,68
5163,行政管理,宁夏回族自治区,女,本科,汉族,共青团员,19871010 ,2005,92,56,79
5164,行政管理,湖南省,女,本科,土家族,共青团员,19880428 ,2005,58,90,85
5165,国际政治,江西省,男,本科,汉族,共青团员,19861004 ,2005,59,91,90
5166,国际政治,福建省,男,本科,汉族,共青团员,19880926 ,2005,93,75,80
5167,国际政治,山东省,男,本科,汉族,共青团员,19861126 ,2005,55,88,82
5168,国际政治,天津市,男,本科,汉族,共青团员,19860702 ,2005,64,94,88
5169,国际政治,安徽省,男,本科,汉族,共青团员,19870424 ,2005,67,60,88
5170,国际政治,河南省,男,本科,汉族,中共预备党员,19851102 ,2005,50,70,69
5171,国际政治,江苏省,男,本科,汉族,共青团员,19870611 ,2005,90,84,66
5172,国际政治,天津市,男,本科,汉族,共青团员,19861117 ,2005,79,90,93
5173,国际政治,河北省,男,本科,汉族,共青团员,19851010 ,2005,84,68,85
5174,国际政治,河南省,男,本科,汉族,共青团员,19870404 ,2005,70,56,89
5175,国际政治,河北省,男,本科,汉族,共青团员,19850924 ,2005,72,59,67
5176,国际政治,河南省,男,本科,汉族,共青团员,19870421 ,2005,66,59,81
5177,国际政治,江苏省,男,本科,汉族,共青团员,19870213 ,2005,66,94,69
5178,国际政治,福建省,男,本科,汉族,共青团员,19870130 ,2005,60,72,69
5179,国际政治,江西省,男,本科,汉族,共青团员,19860501 ,2005,90,78,81
5180,国际政治,江苏省,男,本科,汉族,共青团员,19860701 ,2005,79,61,71
5181,国际政治,山东省,男,本科,汉族,共青团员,19870211 ,2005,95,63,75
5182,国际政治,北京市,男,本科,汉族,共青团员,19880206 ,2005,96,86,94
5183,国际政治,河南省,男,本科,汉族,共青团员,19861201 ,2005,60,66,83
5184,国际政治,浙江省,女,本科,汉族,共青团员,19870915 ,2005,63,64,70
5185,国际政治,河北省,女,本科,汉族,共青团员,19860128 ,2005,66,79,66
5186,国际政治,江西省,女,本科,汉族,共青团员,19880609 ,2005,79,67,80
5187,国际政治,天津市,女,本科,汉族,共青团员,19871004 ,2005,77,61,93
5188,国际政治,浙江省,女,本科,汉族,共青团员,19860913 ,2005,52,82,83
5189,国际政治,江苏省,女,本科,汉族,共青团员,19861013 ,2005,65,61,65
5190,国际政治,安徽省,女,本科,汉族,共青团员,19871108 ,2005,67,62,92
5191,国际政治,安徽省,女,本科,汉族,共青团员,19870310 ,2005,60,85,92
5192,国际政治,北京市,女,本科,回族,共青团员,19870725 ,2005,63,95,87
5193,国际政治,安徽省,女,本科,汉族,共青团员,19880102 ,2005,69,69,94
5194,国际政治,浙江省,女,本科,汉族,共青团员,19880325 ,2005,64,68,80
5195,国际政治,北京市,女,本科,汉族,共青团员,19861203 ,2005,94,55,92
5196,国际政治,天津市,女,本科,汉族,共青团员,19861001 ,2005,94,77,86
5197,国际政治,浙江省,女,本科,汉族,共青团员,19870108 ,2005,96,69,88
5198,国际政治,山东省,女,本科,汉族,共青团员,19860802 ,2005,72,89,67
5199,国际政治,山东省,女,本科,汉族,共青团员,19870906 ,2005,74,87,73
5200,国际政治,河北省,女,本科,汉族,中共党员,19860211 ,2005,52,73,91
5201,国际政治,福建省,女,本科,汉族,共青团员,19880615 ,2005,66,78,95
5202,国际政治,福建省,女,本科,汉族,共青团员,19870803 ,2005,87,91,89
5203,国际政治,北京市,女,本科,汉族,共青团员,19861018 ,2005,93,60,92
5204,国际政治,江西省,女,本科,汉族,共青团员,19870525 ,2005,88,86,70
5205,公共事业管理,广西壮族自治区,男,本科,汉族,共青团员,19860106 ,2005,88,89,69
5206,公共事业管理,海南省,男,本科,汉族,共青团员,19860828 ,2005,58,91,75
5207,公共事业管理,湖北省,男,本科,汉族,共青团员,19861122 ,2005,66,60,86
5208,公共事业管理,吉林省,男,本科,汉族,共青团员,19870428 ,2005,72,82,65
5209,公共事业管理,江西省,男,本科,汉族,共青团员,19870919 ,2005,57,93,78
5210,公共事业管理,内蒙古自治区,男,本科,汉族,共青团员,19850905 ,2005,81,78,93
5211,公共事业管理,四川省,男,本科,汉族,共青团员,19860729 ,2005,87,71,67
5212,公共事业管理,四川省,男,本科,汉族,共青团员,19850905 ,2005,59,83,95
5213,公共事业管理,重庆市,男,本科,汉族,共青团员,19860616 ,2005,66,73,73
5214,公共事业管理,重庆市,男,本科,汉族,共青团员,19860527 ,2005,80,85,83
5215,公共事业管理,广西壮族自治区,女,本科,汉族,共青团员,19870208 ,2005,56,71,74
5216,公共事业管理,海南省,女,本科,汉族,共青团员,19861019 ,2005,87,60,81
5217,公共事业管理,湖北省,女,本科,汉族,共青团员,19880522 ,2005,97,77,69
5218,公共事业管理,吉林省,女,本科,汉族,共青团员,19860424 ,2005,55,82,88
5219,公共事业管理,江西省,女,本科,汉族,共青团员,19870923 ,2005,87,59,72
5220,公共事业管理,内蒙古自治区,女,本科,汉族,共青团员,19861009 ,2005,71,84,90
5221,公共事业管理,山西省,女,本科,汉族,共青团员,19860930 ,2005,85,57,67
5222,公共事业管理,山西省,女,本科,汉族,共青团员,19840205 ,2005,69,74,68
5223,公共事业管理,天津市,女,本科,汉族,共青团员,19870228 ,2005,76,76,71
5224,公共事业管理,天津市,女,本科,汉族,共青团员,19870115 ,2005,93,57,88
5225,公共事业管理,广西壮族自治区,男,本科,瑶族,共青团员,19870505 ,2005,88,63,72
5226,公共事业管理,海南省,男,本科,汉族,共青团员,19851006 ,2005,97,69,79
5227,公共事业管理,湖北省,男,本科,汉族,共青团员,19870729 ,2005,58,67,84
5228,公共事业管理,江西省,男,本科,汉族,共青团员,19870101 ,2005,75,58,75
5229,公共事业管理,四川省,男,本科,汉族,共青团员,19880629 ,2005,85,80,68
5230,公共事业管理,重庆市,男,本科,汉族,共青团员,19860203 ,2005,75,71,86
5231,公共事业管理,广西壮族自治区,女,本科,汉族,共青团员,19860703 ,2005,71,80,65
5232,公共事业管理,海南省,女,本科,汉族,共青团员,19860919 ,2005,83,86,85
5233,公共事业管理,湖北省,女,本科,汉族,共青团员,19870714 ,2005,69,72,65
5234,公共事业管理,吉林省,女,本科,满族,共青团员,19850928 ,2005,82,84,77
5235,公共事业管理,吉林省,女,本科,朝鲜族,共青团员,19850909 ,2005,76,87,72
5236,公共事业管理,江西省,女,本科,汉族,共青团员,19881014 ,2005,62,67,68
5237,公共事业管理,内蒙古自治区,女,本科,汉族,共青团员,19861225 ,2005,61,64,74
5238,公共事业管理,山西省,女,本科,汉族,共青团员,19861013 ,2005,97,73,92
5239,公共事业管理,山西省,女,本科,汉族,共青团员,19861005 ,2005,57,87,76
5240,公共事业管理,四川省,女,本科,汉族,共青团员,19871125 ,2005,84,59,72
5241,公共事业管理,天津市,女,本科,汉族,共青团员,19850803 ,2005,61,73,94
5242,公共事业管理,天津市,女,本科,汉族,共青团员,19860809 ,2005,93,94,66
5243,公共事业管理,重庆市,女,本科,汉族,共青团员,19860902 ,2005,73,64,86
5244,行政管理,河北省,男,本科,汉族,共青团员,19870304 ,2005,91,78,89
5245,公共事业管理,甘肃省,男,本科,汉族,群众,19890604 ,2006,76,75,70
5246,公共事业管理,吉林省,女,本科,汉族,共青团员,19871029 ,2006,94,63,69
5247,公共事业管理,江苏省,女,本科,汉族,共青团员,19881021 ,2006,86,77,73
5248,公共事业管理,山西省,女,本科,汉族,共青团员,19870123 ,2006,61,64,65
5249,公共事业管理,新疆维吾尔自治区,女,本科,汉族,共青团员,19880803 ,2006,52,94,86
5250,公共事业管理,辽宁省,男,本科,蒙古族,共青团员,19871203 ,2006,95,93,86
5251,公共事业管理,山西省,男,本科,汉族,共青团员,19850925 ,2006,56,70,90
5252,公共事业管理,广东省,女,本科,汉族,共青团员,19880313 ,2006,61,85,69
5253,公共事业管理,湖北省,女,本科,汉族,共青团员,19870618 ,2006,76,87,80
5254,公共事业管理,湖南省,女,本科,汉族,共青团员,19880513 ,2006,55,93,72
5255,公共事业管理,江苏省,女,本科,汉族,共青团员,19871113 ,2006,86,59,73
5256,公共事业管理,宁夏回族自治区,女,本科,汉族,共青团员,19880226 ,2006,96,80,80
5257,公共事业管理,四川省,女,本科,汉族,共青团员,19871116 ,2006,73,83,71
5258,公共事业管理,甘肃省,男,本科,汉族,共青团员,19870420 ,2006,58,87,71
5259,公共事业管理,贵州省,男,本科,汉族,共青团员,19880219 ,2006,71,67,90
5260,公共事业管理,黑龙江省,男,本科,汉族,共青团员,19860122 ,2006,69,72,77
5261,公共事业管理,新疆维吾尔自治区,男,本科,汉族,群众,19830803 ,2006,96,92,79
5262,公共事业管理,云南省,男,本科,汉族,共青团员,19870606 ,2006,90,56,66
5263,公共事业管理,重庆市,男,本科,汉族,共青团员,19861009 ,2006,91,80,81
5264,公共事业管理,广东省,女,本科,汉族,共青团员,19870716 ,2006,68,88,69
5265,公共事业管理,海南省,女,本科,汉族,共青团员,19881112 ,2006,80,66,79
5266,公共事业管理,黑龙江省,女,本科,汉族,共青团员,19870922 ,2006,73,92,95
5267,公共事业管理,吉林省,女,本科,汉族,共青团员,19871213 ,2006,51,73,66
5268,公共事业管理,新疆维吾尔自治区,女,本科,汉族,共青团员,19880225 ,2006,74,64,80
5269,国际政治,安徽省,男,本科,汉族,共青团员,19891210 ,2006,77,88,86
5270,国际政治,广东省,男,本科,汉族,共青团员,19860416 ,2006,51,82,79
5271,国际政治,贵州省,男,本科,侗族,共青团员,19880522 ,2006,61,72,79
5272,国际政治,河北省,男,本科,汉族,共青团员,19880406 ,2006,60,87,72
5273,国际政治,河南省,男,本科,汉族,共青团员,19870117 ,2006,62,87,74
5274,国际政治,江苏省,男,本科,汉族,共青团员,19860909 ,2006,94,58,78
5275,国际政治,山东省,男,本科,汉族,共青团员,19870320 ,2006,56,87,72
5276,国际政治,天津市,男,本科,汉族,共青团员,19880426 ,2006,84,83,74
5277,国际政治,新疆维吾尔自治区,男,本科,蒙古族,共青团员,19861013 ,2006,50,66,93
5278,国际政治,安徽省,女,本科,汉族,共青团员,19881029 ,2006,59,77,75
5279,国际政治,北京市,女,本科,回族,共青团员,19870502 ,2006,67,76,81
5280,国际政治,海南省,女,本科,汉族,共青团员,19880522 ,2006,81,83,70
5281,国际政治,湖北省,女,本科,汉族,共青团员,19880921 ,2006,53,80,83
5282,国际政治,江苏省,女,本科,汉族,共青团员,19880223 ,2006,96,80,92
5283,国际政治,四川省,女,本科,汉族,共青团员,19870826 ,2006,81,60,86
5284,国际政治,西藏自治区,女,本科,藏族,共青团员,19870919 ,2006,68,81,88
5285,国际政治,新疆维吾尔自治区,女,本科,汉族,共青团员,19880125 ,2006,69,59,94
5286,国际政治,云南省,女,本科,汉族,共青团员,19870909 ,2006,50,93,84
5287,国际政治,广东省,男,本科,汉族,共青团员,19870925 ,2006,62,80,70
5288,国际政治,江苏省,男,本科,汉族,共青团员,19881106 ,2006,63,93,94
5289,国际政治,北京市,女,本科,汉族,共青团员,19880224 ,2006,55,77,91
5290,国际政治,江苏省,女,本科,汉族,共青团员,19880628 ,2006,66,65,85
5291,国际政治,山东省,女,本科,汉族,共青团员,19860406 ,2006,74,78,79
5292,国际政治,山东省,女,本科,汉族,共青团员,19870316 ,2006,69,59,73
5293,国际政治,云南省,女,本科,汉族,共青团员,19880204 ,2006,83,75,73
5294,国际政治,浙江省,女,本科,汉族,共青团员,19871002 ,2006,74,68,81
5295,国际政治,重庆市,女,本科,汉族,共青团员,19880208 ,2006,80,93,81
5296,行政管理,湖南省,男,本科,汉族,共青团员,19861023 ,2006,70,83,67
5297,行政管理,宁夏回族自治区,男,本科,回族,共青团员,19871128 ,2006,59,75,85
5298,行政管理,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19861029 ,2006,85,69,82
5299,行政管理,黑龙江省,男,本科,汉族,共青团员,19880109 ,2006,86,84,69
5300,行政管理,山西省,男,本科,汉族,共青团员,19870704 ,2006,97,73,87
5301,行政管理,山西省,男,本科,汉族,共青团员,19871105 ,2006,75,73,86
5302,行政管理,山西省,男,本科,汉族,共青团员,19870704 ,2006,67,66,81
5303,行政管理,山西省,男,本科,汉族,共青团员,19880909 ,2006,70,72,86
5304,行政管理,山东省,男,本科,汉族,共青团员,19880125 ,2006,59,80,92
5305,行政管理,山东省,男,本科,汉族,共青团员,19870212 ,2006,88,57,83
5306,行政管理,山东省,男,本科,汉族,共青团员,19880424 ,2006,84,76,82
5307,行政管理,四川省,男,本科,汉族,共青团员,19870223 ,2006,51,79,67
5308,行政管理,四川省,男,本科,汉族,共青团员,19861111 ,2006,72,63,75
5309,行政管理,四川省,男,本科,汉族,共青团员,19870628 ,2006,80,60,85
5310,行政管理,重庆市,男,本科,汉族,共青团员,19881107 ,2006,96,93,91
5311,行政管理,重庆市,男,本科,汉族,共青团员,19870611 ,2006,70,70,86
5312,行政管理,安徽省,男,本科,汉族,共青团员,19880728 ,2006,66,82,87
5313,行政管理,福建省,男,本科,汉族,共青团员,19870226 ,2006,73,90,82
5314,行政管理,福建省,男,本科,汉族,共青团员,19871017 ,2006,94,60,73
5315,行政管理,广东省,男,本科,汉族,共青团员,19861217 ,2006,60,85,83
5316,行政管理,贵州省,男,本科,汉族,中共党员,19860306 ,2006,87,82,78
5317,行政管理,河南省,男,本科,汉族,共青团员,19850417 ,2006,74,61,86
5318,行政管理,黑龙江省,男,本科,回族,共青团员,19880130 ,2006,96,73,90
5319,行政管理,湖北省,男,本科,汉族,共青团员,19870720 ,2006,85,70,79
5320,行政管理,江苏省,男,本科,汉族,共青团员,19871130 ,2006,69,83,78
5321,行政管理,江西省,男,本科,汉族,共青团员,19871117 ,2006,65,62,84
5322,行政管理,辽宁省,男,本科,汉族,共青团员,19871011 ,2006,96,80,86
5323,行政管理,内蒙古自治区,男,本科,汉族,共青团员,19880318 ,2006,86,74,93
5324,行政管理,宁夏回族自治区,男,本科,汉族,共青团员,19881229 ,2006,78,88,95
5325,行政管理,青海省,男,本科,回族,共青团员,19880202 ,2006,80,72,71
5326,行政管理,山东省,男,本科,汉族,共青团员,19871028 ,2006,86,59,71
5327,行政管理,陕西省,男,本科,汉族,共青团员,19890228 ,2006,56,69,95
5328,行政管理,云南省,男,本科,白族,共青团员,19871003 ,2006,87,69,89
5329,行政管理,云南省,男,本科,汉族,共青团员,19880413 ,2006,57,59,91
5330,行政管理,浙江省,男,本科,汉族,共青团员,19870708 ,2006,60,73,95
5331,行政管理,重庆市,男,本科,汉族,共青团员,19870515 ,2006,62,92,84
5332,行政管理,安徽省,女,本科,汉族,共青团员,19890504 ,2006,77,69,88
5333,行政管理,广东省,女,本科,汉族,共青团员,19870820 ,2006,51,68,79
5334,行政管理,海南省,女,本科,汉族,共青团员,19890813 ,2006,82,60,72
5335,行政管理,黑龙江省,女,本科,汉族,共青团员,19870312 ,2006,96,80,72
5336,行政管理,黑龙江省,女,本科,汉族,共青团员,19880422 ,2006,60,58,80
5337,行政管理,湖南省,女,本科,汉族,共青团员,19881025 ,2006,62,95,71
5338,行政管理,吉林省,女,本科,朝鲜族,共青团员,19870709 ,2006,68,57,68
5339,行政管理,江西省,女,本科,汉族,共青团员,19881117 ,2006,72,66,75
5340,行政管理,辽宁省,女,本科,汉族,共青团员,19870302 ,2006,58,58,75
5341,行政管理,内蒙古自治区,女,本科,汉族,共青团员,19891112 ,2006,65,68,77
5342,行政管理,青海省,女,本科,汉族,共青团员,19880409 ,2006,92,68,89
5343,行政管理,四川省,女,本科,汉族,共青团员,19880927 ,2006,75,89,95
5344,行政管理,云南省,女,本科,汉族,共青团员,19870706 ,2006,60,81,69
5345,行政管理,安徽省,男,本科,汉族,共青团员,19880809 ,2006,56,59,67
5346,行政管理,福建省,男,本科,汉族,共青团员,19881106 ,2006,65,67,79
5347,行政管理,福建省,男,本科,汉族,共青团员,19870929 ,2006,80,81,69
5348,行政管理,广东省,男,本科,汉族,共青团员,19880403 ,2006,64,63,81
5349,行政管理,贵州省,男,本科,白族,共青团员,19880617 ,2006,78,60,84
5350,行政管理,海南省,男,本科,汉族,共青团员,19881009 ,2006,87,80,75
5351,行政管理,河南省,男,本科,汉族,共青团员,19880502 ,2006,57,75,91
5352,行政管理,黑龙江省,男,本科,蒙古族,共青团员,19870930 ,2006,84,69,78
5353,行政管理,湖北省,男,本科,汉族,共青团员,19871027 ,2006,73,56,89
5354,行政管理,江苏省,男,本科,汉族,共青团员,19871126 ,2006,61,81,91
5355,行政管理,辽宁省,男,本科,汉族,共青团员,19870402 ,2006,72,61,71
5356,行政管理,内蒙古自治区,男,本科,汉族,共青团员,19860509 ,2006,90,86,84
5357,行政管理,宁夏回族自治区,男,本科,汉族,共青团员,19870815 ,2006,83,55,77
5358,行政管理,青海省,男,本科,汉族,共青团员,19870319 ,2006,56,92,85
5359,行政管理,新疆维吾尔自治区,男,本科,俄罗斯族,共青团员,19871005 ,2006,83,72,75
5360,行政管理,云南省,男,本科,怒族,共青团员,19871210 ,2006,71,59,81
5361,行政管理,云南省,男,本科,汉族,共青团员,19880313 ,2006,67,88,72
5362,行政管理,浙江省,男,本科,汉族,共青团员,19890122 ,2006,57,64,93
5363,行政管理,重庆市,男,本科,汉族,共青团员,19870330 ,2006,61,81,83
5364,行政管理,福建省,女,本科,汉族,共青团员,19880806 ,2006,66,77,89
5365,行政管理,贵州省,女,本科,汉族,共青团员,19881223 ,2006,54,67,78
5366,行政管理,河南省,女,本科,汉族,共青团员,19870418 ,2006,77,63,69
5367,行政管理,黑龙江省,女,本科,汉族,共青团员,19870408 ,2006,76,95,90
5368,行政管理,吉林省,女,本科,汉族,共青团员,19880222 ,2006,70,83,81
5369,行政管理,吉林省,女,本科,汉族,共青团员,19861208 ,2006,79,90,89
5370,行政管理,江西省,女,本科,汉族,共青团员,19890429 ,2006,93,64,91
5371,行政管理,辽宁省,女,本科,汉族,共青团员,19870212 ,2006,83,88,76
5372,行政管理,青海省,女,本科,汉族,共青团员,19880918 ,2006,81,93,76
5373,行政管理,陕西省,女,本科,满族,共青团员,19871120 ,2006,71,74,94
5374,行政管理,云南省,女,本科,彝族,共青团员,19870325 ,2006,57,70,77
5375,行政管理,浙江省,女,本科,汉族,共青团员,19870718 ,2006,68,61,75
5376,行政管理,安徽省,男,本科,汉族,共青团员,19870325 ,2006,60,68,90
5377,行政管理,福建省,男,本科,汉族,共青团员,19871010 ,2006,56,76,65
5378,行政管理,广东省,男,本科,汉族,共青团员,19860111 ,2006,97,86,84
5379,行政管理,海南省,男,本科,汉族,中共党员,19880104 ,2006,79,74,75
5380,行政管理,黑龙江省,男,本科,汉族,共青团员,19880525 ,2006,64,82,69
5381,行政管理,湖南省,男,本科,汉族,共青团员,19871114 ,2006,76,93,87
5382,行政管理,江西省,男,本科,汉族,共青团员,19880211 ,2006,97,77,72
5383,行政管理,辽宁省,男,本科,满族,共青团员,19870523 ,2006,97,80,94
5384,行政管理,内蒙古自治区,男,本科,汉族,共青团员,19870102 ,2006,73,74,94
5385,行政管理,内蒙古自治区,男,本科,汉族,共青团员,19880621 ,2006,89,57,89
5386,行政管理,青海省,男,本科,汉族,共青团员,19880401 ,2006,81,87,92
5387,行政管理,山东省,男,本科,汉族,共青团员,19870218 ,2006,97,74,71
5388,行政管理,陕西省,男,本科,汉族,共青团员,19870118 ,2006,88,77,83
5389,行政管理,浙江省,男,本科,汉族,共青团员,19871217 ,2006,68,71,85
5390,行政管理,浙江省,男,本科,汉族,共青团员,19880715 ,2006,74,89,88
5391,行政管理,甘肃省,女,本科,汉族,共青团员,19870615 ,2006,59,92,93
5392,行政管理,河南省,女,本科,汉族,中共预备党员,19861223 ,2006,77,93,95
5393,行政管理,湖北省,女,本科,汉族,共青团员,19890113 ,2006,77,74,68
5394,行政管理,吉林省,女,本科,汉族,共青团员,19890324 ,2006,63,85,80
5395,行政管理,江苏省,女,本科,汉族,共青团员,19850819 ,2006,53,76,92
5396,行政管理,江苏省,女,本科,汉族,共青团员,19880907 ,2006,92,63,70
5397,行政管理,辽宁省,女,本科,汉族,共青团员,19871004 ,2006,53,65,86
5398,行政管理,内蒙古自治区,女,本科,蒙古族,共青团员,19870730 ,2006,65,60,89
5399,行政管理,宁夏回族自治区,女,本科,汉族,共青团员,19871014 ,2006,73,60,94
5400,行政管理,青海省,女,本科,汉族,中共预备党员,19881114 ,2006,68,66,83
5401,行政管理,陕西省,女,本科,汉族,共青团员,19870406 ,2006,54,67,66
5402,行政管理,浙江省,女,本科,汉族,共青团员,19870526 ,2006,58,71,66
5403,行政管理,河南省,男,本科,汉族,共青团员,19890123 ,2006,51,65,81
5404,行政管理,广西壮族自治区,男,本科,汉族,共青团员,19871003 ,2006,50,62,73
5405,行政管理,甘肃省,男,本科,汉族,共青团员,19870917 ,2006,52,93,76
5406,行政管理,河南省,男,本科,汉族,共青团员,19881123 ,2006,57,63,92
5407,行政管理,云南省,男,本科,白族,共青团员,19870516 ,2006,66,88,81
5408,政治学与行政学,安徽省,男,本科,汉族,共青团员,19881202 ,2006,52,89,70
5409,政治学与行政学,海南省,男,本科,汉族,共青团员,19870825 ,2006,53,72,82
5410,政治学与行政学,河北省,男,本科,满族,共青团员,19860830 ,2006,93,57,68
5411,政治学与行政学,湖南省,男,本科,苗族,共青团员,19871112 ,2006,79,86,82
5412,政治学与行政学,湖南省,男,本科,汉族,共青团员,19880608 ,2006,76,63,94
5413,政治学与行政学,江西省,男,本科,汉族,共青团员,19870408 ,2006,52,69,71
5414,政治学与行政学,青海省,男,本科,汉族,共青团员,19890109 ,2006,82,85,71
5415,政治学与行政学,山东省,男,本科,汉族,共青团员,19880709 ,2006,58,62,91
5416,政治学与行政学,四川省,男,本科,汉族,共青团员,19860816 ,2006,74,63,69
5417,政治学与行政学,云南省,男,本科,汉族,共青团员,19871111 ,2006,74,88,93
5418,政治学与行政学,北京市,女,本科,汉族,共青团员,19880826 ,2006,55,94,94
5419,政治学与行政学,广西壮族自治区,女,本科,壮族,共青团员,19881010 ,2006,72,76,76
5420,政治学与行政学,广西壮族自治区,女,本科,汉族,中共预备党员,19870328 ,2006,94,75,83
